City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,coihaique,-45.5752,-72.0662,55.35,58,0,2.3,CL,1675317119
283,amazar,53.858,120.875,5.99,71,13,2.73,RU,1675317294
284,kathmandu,27.7167,85.3167,66.83,41,20,3.44,NP,1675317272
285,vardo,70.3705,31.1107,28.38,74,40,11.5,NO,1675317296
286,koutsouras,35.0339,25.9469,46.11,68,6,4.0,GR,1675317297
287,mezen,65.8522,44.24,14.68,96,66,7.85,RU,1675317297
288,lebu,-37.6167,-73.65,55.0,88,0,18.37,CL,1675317298
289,borgarnes,64.5383,-21.9206,33.85,84,100,12.82,IS,1675317299
290,bambous virieux,-20.3428,57.7575,85.21,74,40,5.75,MU,1675317299
291,tuatapere,-46.1333,167.6833,70.54,69,100,3.02,NZ,1675317300
292,dvinskoy,62.1535,45.1175,8.22,100,94,3.47,RU,1675317301
293,kiruna,67.8557,20.2251,5.92,85,20,4.61,SE,1675317302
294,dikson,73.5069,80.5464,-6.23,94,93,7.18,RU,1675317125
295,schwandorf,49.3262,12.1093,35.47,99,100,7.43,DE,1675317305
296,saint-augustin,51.226,-58.6502,-9.65,94,76,4.09,CA,1675317306
297,linhai,28.85,121.1167,48.92,37,69,4.76,CN,1675317307
298,guanica,17.9716,-66.908,74.19,82,2,4.9,PR,1675317300
299,aldan,58.6031,125.3894,-2.4,93,100,11.16,RU,1675317309
300,kushmurun,52.4503,64.6311,5.2,82,9,5.61,KZ,1675317311
301,kropotkin,45.4375,40.5756,34.7,91,100,4.45,RU,1675317312
302,lewiston,44.1003,-70.2148,19.38,85,19,2.91,US,1675317313
303,brae,60.3964,-1.353,39.65,70,100,5.1,GB,1675317315
304,villa bruzual,9.3328,-69.1208,71.55,71,3,7.83,VE,1675317315
305,turkistan,43.0,68.0,41.9,90,100,11.92,KZ,1675317317
306,lelystad,52.5083,5.475,47.01,89,100,17.22,NL,1675317318
307,pasni,25.2631,63.471,68.05,55,0,3.44,PK,1675317320
308,tiznit,29.5833,-9.5,46.83,38,0,3.42,MA,1675317297
309,ibra,22.6906,58.5334,68.9,49,0,3.31,OM,1675317322
310,tulun,54.5611,100.5792,15.69,88,100,2.73,RU,1675317323
311,ekimchan,53.0667,132.9667,-7.33,87,99,2.28,RU,1675317324
312,roebourne,-20.7833,117.1333,95.32,44,11,15.68,AU,1675317325
313,maxixe,-23.8597,35.3472,81.0,59,10,7.43,MZ,1675317326
314,araouane,18.9048,-3.5265,57.0,17,38,9.98,ML,1675317327
315,frunze,48.6686,38.7544,27.59,87,77,4.81,UA,1675317330
316,jatai,-17.8814,-51.7144,67.28,90,97,2.57,BR,1675317331
317,caloundra,-26.8,153.1333,82.13,85,86,8.99,AU,1675317332
318,amuntai,-2.4177,115.2494,73.04,99,100,3.44,ID,1675317333
319,kentville,45.0835,-64.4988,14.4,85,75,1.14,CA,1675317334
320,pisco,-13.7,-76.2167,73.45,83,0,9.22,PE,1675317334
321,kruisfontein,-34.0033,24.7314,64.89,49,71,3.74,ZA,1675317217
322,haines junction,60.7522,-137.5108,3.15,85,100,1.14,CA,1675317336
323,millville,39.4021,-75.0393,30.88,84,0,0.0,US,1675317336
324,porto velho,-8.7619,-63.9039,75.25,94,0,2.3,BR,1675317338
325,bullhead city,35.1478,-114.5683,55.69,19,0,19.57,US,1675317338
326,petropavlovsk-kamchatskiy,53.0452,158.6483,14.59,53,0,2.24,RU,1675317339
327,douglas,41.3,-96.167,27.48,76,0,6.91,US,1675317340
328,ninghai,29.2892,121.4247,52.05,54,62,7.09,CN,1675317341
329,catamarca,-28.4696,-65.7852,74.59,87,61,4.0,AR,1675317053
330,amapa,1.0,-52.0,69.96,100,100,0.94,BR,1675317342
331,manado,1.487,124.8455,77.77,94,40,3.44,ID,1675317343
332,fethiye,36.6217,29.1164,35.47,48,5,8.37,TR,1675317344
333,saint-philippe,-21.3585,55.7679,83.79,73,13,8.05,RE,1675317344
334,murray bridge,-35.1167,139.2667,67.12,55,82,23.44,AU,1675317345
335,faanui,-16.4833,-151.75,82.0,74,28,19.35,PF,1675317346
336,esperance,-33.8667,121.9,67.57,71,98,13.0,AU,1675317347
337,vavoua,7.3819,-6.4778,67.06,92,21,3.04,CI,1675317348
338,whitehorse,60.7161,-135.0538,12.97,67,75,12.66,CA,1675317348
339,kangaatsiaq,68.3065,-53.4641,-2.81,95,75,14.09,GL,1675317349
340,north bend,43.4065,-124.2243,44.08,100,0,9.22,US,1675317350
341,micco,27.8806,-80.5003,73.0,93,67,6.53,US,1675317207
342,toora-khem,52.4675,96.11,9.21,87,89,1.43,RU,1675317351
343,srednekolymsk,67.45,153.6833,-26.21,99,93,5.97,RU,1675317352
344,flinders,-34.5833,150.8552,91.26,72,20,5.99,AU,1675317353
345,pleshanovo,52.8333,53.4833,13.51,96,90,6.69,RU,1675317353
346,okara,30.8081,73.4458,73.35,16,44,7.61,PK,1675317354
347,olafsvik,64.8945,-23.7142,29.5,94,100,27.83,IS,1675317355
348,sao joao da barra,-21.6403,-41.0511,74.1,91,97,9.22,BR,1675317256
349,blackwater,-23.5833,148.8833,94.46,33,44,10.69,AU,1675317356
350,shellbrook,53.2168,-106.4011,-17.37,94,11,8.19,CA,1675317356
351,awbari,26.5921,12.7805,44.46,51,68,7.76,LY,1675317357
352,lasa,46.6166,10.7002,38.28,93,56,7.7,IT,1675317358
353,laguna,38.421,-121.4238,49.17,76,0,0.0,US,1675317359
354,saint-pierre,-21.3393,55.4781,83.88,58,0,11.5,RE,1675317360
355,yinchuan,38.4681,106.2731,32.18,18,97,4.5,CN,1675317361
356,mengen,48.0495,9.3301,39.29,88,97,13.49,DE,1675317364
357,te anau,-45.4167,167.7167,64.8,88,100,1.05,NZ,1675317365
358,atar,20.5169,-13.0499,63.0,13,100,5.86,MR,1675317366
359,ostrovnoy,68.0531,39.5131,16.86,91,49,21.65,RU,1675317367
360,miranda,3.2499,-76.2281,69.93,86,71,4.79,CO,1675317368
361,gaoua,10.2992,-3.2508,72.63,16,61,3.94,BF,1675317369
362,poum,-20.2333,164.0167,82.09,66,97,10.89,NC,1675317370
363,dicabisagan,17.0818,122.4157,79.83,79,66,4.63,PH,1675317372
364,vila velha,-20.3297,-40.2925,76.95,89,75,8.05,BR,1675317318
365,beloha,-25.1667,45.05,79.21,64,59,13.11,MG,1675317374
366,bengkulu,-3.8004,102.2655,84.94,66,98,10.31,ID,1675317375
367,gushikawa,26.3544,127.8686,69.39,74,75,14.97,JP,1675317376
368,walvis bay,-22.9575,14.5053,64.09,82,100,9.22,NA,1675317377
369,hammerfest,70.6634,23.6821,25.25,93,75,3.44,NO,1675317378
370,port hedland,-20.3167,118.5667,89.42,60,2,11.9,AU,1675317379
371,vydrino,51.485,104.8461,14.59,83,67,2.57,RU,1675317380
372,richards bay,-28.783,32.0377,77.72,78,5,4.16,ZA,1675317381
373,ponta delgada,37.7333,-25.6667,56.12,76,40,5.75,PT,1675317271
374,placido de castro,-10.3353,-67.1856,72.45,96,100,1.14,BR,1675317383
375,tabou,4.423,-7.3528,78.42,88,7,3.11,CI,1675317384
376,alyangula,-13.8483,136.4192,87.03,66,100,3.09,AU,1675317257
377,santa cruz,-17.8,-63.1667,72.86,94,75,4.61,BO,1675317385
378,bentiu,9.2333,29.8333,79.45,17,9,10.65,SS,1675317386
379,mapiripan,2.8892,-72.1256,72.43,45,33,4.94,CO,1675317387
380,kenai,60.5544,-151.2583,28.09,95,100,4.61,US,1675317223
381,hampton,37.0299,-76.3452,39.02,75,75,8.05,US,1675317234
382,labuhan,-6.8844,112.2051,80.55,78,100,6.35,ID,1675317390
383,isla vista,34.4133,-119.861,57.83,67,0,3.44,US,1675317391
384,nahrin,36.0649,69.1334,49.08,64,100,1.41,AF,1675317392
385,jieshi,22.8134,115.8257,66.13,71,92,22.75,CN,1675317393
386,saint-francois,46.4154,3.9054,36.84,93,100,2.3,FR,1675317394
387,panguna,-6.3164,155.4848,75.36,82,97,2.46,PG,1675317394
388,agua dulce,18.1333,-94.1333,73.17,90,13,13.27,MX,1675317395
389,karratha,-20.7377,116.8463,93.6,47,19,14.29,AU,1675317396
390,lafia,8.4833,8.5167,74.61,24,10,2.64,NG,1675317397
391,dubreka,9.7911,-13.5233,72.36,75,0,2.46,GN,1675317398
392,rengasdengklok,-6.1592,107.2981,93.38,58,71,13.38,ID,1675317398
393,aripuana,-9.1667,-60.6333,70.54,97,87,1.28,BR,1675317399
394,barra do corda,-5.5,-45.25,71.2,97,100,2.89,BR,1675317400
395,huntingdon,52.3305,-0.1865,45.3,86,71,13.04,GB,1675317401
396,ituango,7.1712,-75.764,58.6,97,39,0.51,CO,1675317401
397,katobu,-4.9408,122.5276,85.33,68,91,7.25,ID,1675317402
398,boffa,10.1667,-14.0333,72.5,78,1,2.35,GN,1675317402
399,vestmanna,62.1564,-7.1664,34.72,87,75,16.11,FO,1675317403
400,sao jose da coroa grande,-8.8978,-35.1478,77.25,79,25,3.96,BR,1675317404
401,jacareacanga,-6.2222,-57.7528,71.65,99,100,1.7,BR,1675317405
402,ulladulla,-35.35,150.4667,85.91,33,78,7.07,AU,1675317405
403,henties bay,-22.116,14.2845,63.27,88,100,3.71,NA,1675317406
404,pangkalanbuun,-2.6833,111.6167,79.65,85,100,2.93,ID,1675317406
405,vila franca do campo,37.7167,-25.4333,55.81,85,97,8.05,PT,1675317278
406,ambilobe,-13.2,49.05,79.9,83,99,1.66,MG,1675317408
407,marfino,55.7028,37.3822,29.16,79,75,8.95,RU,1675317409
408,kashihara,34.509,135.7929,44.49,51,75,6.91,JP,1675317409
409,san cristobal,7.7669,-72.225,64.58,85,15,2.04,VE,1675317410
410,antofagasta,-23.65,-70.4,67.28,84,33,5.57,CL,1675317411
411,bambari,5.768,20.6757,79.03,28,71,1.99,CF,1675317412
412,vestmannaeyjar,63.4427,-20.2734,37.65,92,100,41.03,IS,1675317412
413,yantzaza,-3.8278,-78.7594,68.14,98,86,1.21,EC,1675317413
414,monze,-16.2833,27.4833,65.52,96,100,3.02,ZM,1675317414
415,tautira,-17.7333,-149.15,82.27,69,25,19.98,PF,1675317414
416,correntina,-13.3433,-44.6367,71.65,69,79,3.09,BR,1675317415
417,peniche,39.3558,-9.3811,43.45,92,0,7.07,PT,1675317416
418,bintulu,3.1667,113.0333,86.41,74,40,5.75,MY,1675317151
419,le port,-20.9373,55.2919,84.2,72,30,1.63,RE,1675317417
420,buin,-33.7333,-70.75,75.74,49,0,3.83,CL,1675317418
421,revda,56.801,59.9303,19.0,89,79,1.01,RU,1675317419
422,vegreville,53.5001,-112.0518,-6.9,64,100,5.75,CA,1675317420
423,lodwar,3.1191,35.5973,86.83,36,5,11.05,KE,1675317421
424,olinda,-8.0089,-34.8553,80.33,74,40,4.61,BR,1675317369
425,kristiinankaupunki,62.2743,21.376,19.09,94,52,5.59,FI,1675317423
426,caravelas,-17.7125,-39.2481,72.99,89,65,4.23,BR,1675317424
427,aleksandrov gay,50.147,48.5704,22.98,83,100,6.24,RU,1675317425
428,marzuq,14.4,46.4667,74.7,26,16,1.57,YE,1675317427
429,naliya,23.2667,68.8333,76.66,23,6,7.54,IN,1675317428
430,svetlaya,46.5389,138.3297,15.15,46,59,8.59,RU,1675317430
431,grand gaube,-20.0064,57.6608,85.37,69,4,7.0,MU,1675317431
432,pochutla,15.7432,-96.4661,72.82,69,1,3.49,MX,1675317432
433,puro,12.4841,123.3827,83.26,72,27,13.27,PH,1675317433
434,omsukchan,62.5333,155.8,-16.1,100,62,2.55,RU,1675317435
435,rangpur,25.75,89.25,77.99,27,1,1.57,BD,1675317436
436,airai,-8.9266,125.4092,70.41,80,93,4.56,TL,1675317437
437,igrim,63.1906,64.4162,17.29,93,18,6.08,RU,1675317438
438,musoma,-1.5,33.8,69.75,70,55,2.98,TZ,1675317439
439,gbarnga,6.9956,-9.4722,70.23,99,40,1.32,LR,1675317440
440,florence,43.7667,11.25,44.1,75,98,1.81,IT,1675317315
441,shingu,33.7333,135.9833,50.49,44,99,4.14,JP,1675317442
442,kutum,14.2,24.6667,57.33,23,23,8.59,SD,1675317443
443,klaksvik,62.2266,-6.589,36.52,70,100,18.03,FO,1675317444
444,mayor pablo lagerenza,-19.9309,-60.7718,72.95,94,88,4.27,PY,1675317445
445,mayna,54.1135,47.6231,12.45,88,100,6.71,RU,1675317446
446,livadi,40.125,22.1517,28.22,59,5,3.49,GR,1675317447
447,khorinsk,52.1657,109.7726,7.2,83,90,4.52,RU,1675317448
448,vallenar,-28.5708,-70.7581,70.16,55,0,1.59,CL,1675317449
449,senneterre,48.3835,-77.2328,8.11,95,99,7.11,CA,1675317451
450,saint anthony,45.0205,-93.218,12.49,81,0,4.61,US,1675317241
451,kalach-na-donu,48.691,43.5264,30.0,88,99,4.74,RU,1675317453
452,sfantu gheorghe,45.8667,25.7833,24.98,94,93,3.51,RO,1675317453
453,balaka,-14.9793,34.9558,72.41,90,84,4.14,MW,1675317454
454,la roda,39.2167,-2.15,38.91,76,0,6.06,ES,1675317455
455,coquimbo,-29.9533,-71.3436,60.53,100,0,1.14,CL,1675317456
456,neiafu,-18.65,-173.9833,81.28,89,75,8.05,TO,1675317456
457,danshui,22.7984,114.4672,73.51,58,24,10.49,CN,1675317457
458,cairns,-16.9167,145.7667,92.1,74,40,11.5,AU,1675317317
459,svetlogorsk,52.6333,29.7333,32.04,91,100,9.6,BY,1675317168
460,balkanabat,39.5108,54.3671,46.81,67,4,3.87,TM,1675317458
461,scorteni,45.1,25.85,28.24,84,23,4.34,RO,1675317459
462,riverton,40.5219,-111.9391,25.45,77,0,4.0,US,1675317460
463,luanda,-8.8368,13.2343,77.0,88,75,4.61,AO,1675317462
464,santa vitoria do palmar,-33.5189,-53.3681,69.24,82,39,5.32,BR,1675317462
465,balve,51.3333,7.8667,43.05,98,100,11.25,DE,1675317463
466,plettenberg bay,-34.0527,23.3716,69.26,62,36,3.22,ZA,1675317428
467,hobyo,5.3505,48.5268,79.25,58,37,18.01,SO,1675317464
468,conceicao do mato dentro,-19.0372,-43.425,62.73,96,90,0.92,BR,1675317465
469,ariquemes,-9.9133,-63.0408,72.36,98,100,0.56,BR,1675317465
470,aberdeen,57.1437,-2.0981,39.69,100,75,4.61,GB,1675317466
471,yantal,56.8471,105.2542,11.12,86,100,6.82,RU,1675317467
472,westport,41.1415,-73.3579,30.74,53,0,3.44,US,1675317409
473,ust-kuyga,70.0167,135.6,-19.66,96,98,4.45,RU,1675317468
474,beringovskiy,63.05,179.3167,21.56,96,100,10.8,RU,1675317423
475,verkhnyaya inta,65.9811,60.3094,22.66,86,52,15.86,RU,1675317469
476,akyab,20.15,92.9,79.14,42,99,7.16,MM,1675317470
477,villarrobledo,39.2699,-2.6012,38.79,71,0,9.55,ES,1675317471
478,palmas,-10.2128,-48.3603,76.87,94,40,1.14,BR,1675317471
479,masumbwe,-3.6333,32.1833,67.37,88,45,3.6,TZ,1675317473
480,duncan,34.5023,-97.9578,30.06,69,100,0.0,US,1675317473
481,miyako,39.6367,141.9525,33.71,56,12,14.03,JP,1675317474
482,tabuk,17.4189,121.4443,84.16,65,24,4.99,PH,1675317475
483,albert lea,43.648,-93.3683,9.84,89,6,7.31,US,1675317372
484,alofi,-19.0595,-169.9187,80.49,74,100,10.36,NU,1675317476
485,naryan-mar,67.6713,53.087,18.16,92,91,13.24,RU,1675317476
486,hearst,49.6835,-83.6665,-10.95,98,50,4.72,CA,1675317362
487,lucapa,-8.4192,20.7447,66.63,94,100,2.04,AO,1675317478
488,okhotsk,59.3833,143.3,-0.54,88,100,12.28,RU,1675317478
489,mount gambier,-37.8333,140.7667,59.92,53,72,18.16,AU,1675317432
490,menongue,-14.6585,17.691,64.71,89,100,0.98,AO,1675317480
491,cartagena,10.3997,-75.5144,76.62,83,0,9.22,CO,1675317480
492,sorland,67.667,12.6934,33.66,50,50,3.8,NO,1675317481
493,pagudpud,18.5616,120.7868,84.72,69,4,17.67,PH,1675317481
494,toledo,39.8333,-4.0,41.11,57,0,4.47,ES,1675317394
495,ihosy,-22.4,46.1167,69.66,84,100,8.68,MG,1675317483
496,tucurui,-3.7661,-49.6725,70.66,99,100,0.76,BR,1675317484
497,lovozero,68.005,35.0117,23.92,97,100,6.49,RU,1675317484
498,ratnagiri,16.9833,73.3,89.58,32,13,12.71,IN,1675317265
499,la union,-5.4,-80.75,77.18,66,90,5.3,PE,1675317485
500,callaway,30.153,-85.5699,66.9,97,100,0.0,US,1675317486
501,chaman,30.9236,66.4512,55.99,30,24,2.35,PK,1675317487
502,lahat,-3.8,103.5333,86.97,64,91,5.61,ID,1675317487
503,san jose,37.3394,-121.895,50.2,66,0,3.0,US,1675317400
504,port hardy,50.6996,-127.4199,41.18,87,100,19.57,CA,1675317489
505,niort,46.3333,-0.3333,42.17,92,93,4.38,FR,1675317489
506,wanaka,-44.7,169.15,65.05,85,100,6.64,NZ,1675317490
507,qarchak,35.4394,51.5689,45.27,39,1,3.42,IR,1675317491
508,itarema,-2.9248,-39.9167,78.21,82,100,9.64,BR,1675317492
509,lagoa,39.05,-27.9833,56.8,71,3,10.58,PT,1675317493
510,baykit,61.67,96.37,10.22,93,100,4.52,RU,1675317494
511,domoni,-12.2569,44.5319,81.88,81,100,7.34,KM,1675317495
512,barhiya,25.2833,86.0333,73.0,35,0,9.91,IN,1675317496
513,wasilla,61.5814,-149.4394,28.31,92,100,0.0,US,1675317483
514,tigil,57.8,158.6667,-4.13,93,42,3.47,RU,1675317497
515,el pinon,10.4028,-74.8242,72.55,85,6,2.21,CO,1675317498
516,yenagoa,4.9247,6.2642,76.37,90,7,2.21,NG,1675317499
517,male,4.1748,73.5089,84.15,74,40,8.05,MV,1675317500
518,puerto carreno,6.189,-67.4859,75.56,50,8,6.96,CO,1675317501
519,riyadh,24.6877,46.7219,55.54,63,50,5.28,SA,1675317335
520,hit,33.6416,42.8251,53.13,60,100,14.41,IQ,1675317502
521,buluang,13.3068,123.3425,85.68,65,20,3.4,PH,1675317503
522,noumea,-22.2763,166.4572,87.78,75,86,9.75,NC,1675317451
523,san juan,-31.5375,-68.5364,69.06,82,95,6.91,AR,1675317060
524,alausi,-2.2,-78.8333,47.68,92,81,4.52,EC,1675317505
525,kichera,55.9375,110.0997,6.73,91,100,3.0,RU,1675317506
526,gamboma,-1.8764,15.8644,74.12,83,28,3.51,CG,1675317506
527,qingdao,36.0986,120.3719,35.2,27,0,6.71,CN,1675317507
528,krasnoselkup,65.7,82.4667,5.72,97,96,10.33,RU,1675317508
529,stromness,58.965,-3.296,40.96,89,100,14.0,GB,1675317233
530,birao,10.2849,22.7882,73.11,18,34,12.03,CF,1675317509
531,ouadda,8.0777,22.4007,75.76,18,2,9.04,CF,1675317510
532,ormara,25.2088,64.6357,69.4,38,3,1.59,PK,1675317511
533,baraya,3.1533,-75.0531,70.39,63,89,5.03,CO,1675317511
534,ambulu,-8.345,113.6058,80.98,80,100,3.18,ID,1675317512
535,comodoro rivadavia,-45.8667,-67.5,62.46,39,0,3.44,AR,1675317372
536,harper,4.375,-7.7169,78.6,86,12,4.09,LR,1675317513
537,cocobeach,1.0002,9.5823,77.38,89,38,4.83,GA,1675317514
538,nikolayevsk-na-amure,53.1406,140.73,-5.33,81,87,5.06,RU,1675317515
539,sao gabriel da cachoeira,-0.1303,-67.0892,73.11,93,97,0.4,BR,1675317515
540,jerantut,3.936,102.3626,79.97,79,99,4.34,MY,1675317516
541,auki,-8.7676,160.7034,82.18,80,87,7.31,SB,1675317517
542,caraballeda,10.6112,-66.8522,77.07,81,20,0.0,VE,1675317518
543,fomboni,-12.28,43.7425,82.63,76,99,13.2,KM,1675317518
544,vung tau,10.346,107.0843,81.46,74,88,18.81,VN,1675317519
545,tieling,42.2931,123.8414,22.19,25,0,5.86,CN,1675317520
546,yangambi,0.8102,24.4336,70.25,78,89,3.29,CD,1675317520
547,kudymkar,59.0173,54.656,5.11,95,86,4.47,RU,1675317521
548,half moon bay,37.4636,-122.4286,51.31,64,0,3.44,US,1675317449
549,pestravka,52.405,49.9583,7.34,95,55,4.76,RU,1675317522
550,truth or consequences,33.1284,-107.2528,41.23,48,0,4.61,US,1675317523
551,agirish,61.9247,63.0231,15.67,95,25,4.59,RU,1675317524
552,artyom,40.4723,50.333,46.54,91,100,10.29,AZ,1675317524
553,broken hill,-31.95,141.4333,79.23,22,2,20.07,AU,1675317525
554,el alto,-4.2714,-81.2147,74.55,79,93,6.02,PE,1675317526
555,mumford,5.2618,-0.759,76.78,93,1,4.92,GH,1675317526
556,sabang,5.8933,95.3214,81.66,73,97,12.73,ID,1675317287
557,bonito,-21.1211,-56.4819,71.67,98,99,3.51,BR,1675317527
558,bulls,-40.1667,175.3833,76.46,79,93,3.85,NZ,1675317528
559,bradford,53.7939,-1.7521,47.05,92,75,21.85,GB,1675317529
560,bathsheba,13.2167,-59.5167,77.61,69,40,13.8,BB,1675317529
561,jalu,29.0331,21.5482,49.37,55,0,5.39,LY,1675317530
562,san antonio,29.4241,-98.4936,36.12,91,100,9.22,US,1675317429
563,elko,41.0002,-115.5012,9.64,73,89,1.01,US,1675317531
564,ngunguru,-35.6167,174.5,70.41,95,100,15.19,NZ,1675317532
565,gat,31.61,34.7642,51.08,100,96,14.85,IL,1675317533
